User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
@NikkiS_MCSFS,Following,1193,1196,3.0,4
@NikolaSignals,Followers,75,101,26.0,5
@NikolaSignals,Following,376,394,18.0,5
@NikolaiWinge,Followers,44,45,1.0,3
@Niph0010,Followers,35,36,1.0,1
@Niph0010,Following,91,97,6.0,1
@NiveshValue,Followers,980,1012,32.0,6
@NizarBaidoun,Followers,402,398,-4.0,1
@NizarBaidoun,Following,725,724,-1.0,1
@NoKingsNoCrowns,Followers,13,14,1.0,6
@NoWar28052360,Followers,2647,2646,-1.0,5
@NoWar28052360,Following,3005,3013,8.0,5
@NoaLevi07102023,Followers,247,256,9.0,5
@NoaLevi07102023,Following,238,238,0.0,2
@NoahBreaking,Followers,83,82,-1.0,1
@NomadethCrypto,Followers,135,232,97.0,1
@NomadethCrypto,Following,1047,1484,437.0,1
@NooitMeerJumbo,Followers,19,18,-1.0,1
@NorskKrypto,Followers,95,94,-1.0,4
@NorskKrypto,Following,80,81,1.0,1
@Northern_Ozbird,Followers,893,891,-2.0,1
@Northern_Ozbird,Following,1477,1480,3.0,1
@NurseMagicAI,Followers,36,40,4.0,4
@NurseMagicAI,Following,170,169,-1.0,1
@Nursey1994,Followers,2481,2485,4.0,6
@Nursey1994,Following,2663,2664,1.0,5
@NyuBoonofficial,Followers,4,5,1.0,1
@ODDSETAZ01,Bio,"- FOOTBALL PREDICTIONS 
- SURE TIPS 
- WINING TIPS AND ODDS
- 95% SAFE BETS
- 95% GUARANTEED RETURNS 
 https://linktr.ee/ODDSETAZ","Sports News  
Transfers market update
 News flash and highlights
 Match fixtures and video Reels
 Tips and Odds on Telegram 
 https://t.me/oddsetaz",18.0,2
@ODDSETAZ01,Followers,24,48,24.0,4
@ODDSETAZ01,Following,121,498,377.0,4
@OFI_Crete,Followers,3230,3269,39.0,7
@OKCloud9,Followers,2829,2839,10.0,7
@OKCloud9,Following,5016,5030,14.0,7
@OOSSports,Bio,"The most ""OutOfSight"" highlights, plays, hilarious memes & more in all sports!    Your ultimate sports hub  Other socials","The most ""OutOfSight"" highlights, plays, hilarious memes & more in the sports world!  Your ultimate sports hub  Other socials   
@ClutchPoints",21.0,1
@ORFKolkata,Followers,982,1001,19.0,5
@ORF_CNED,Followers,2546,2551,5.0,6
@ObserveLebanon,Followers,2083,2316,233.0,7
@ObviousCaps,Followers,498,574,76.0,1
@ObviousCaps,Following,1829,1997,168.0,1
@OccamWasRight,Followers,147,148,1.0,1
@OccamWasRight,Following,37,44,7.0,1
@OffThePodiumPod,Followers,256,255,-1.0,1
@Officialwfuture,Followers,66,216,150.0,8
@Officialwfuture,Following,23,76,53.0,6
@OhmsLaw78,Followers,1330,1353,23.0,1
@OhmsLaw78,Following,1224,1090,-134.0,1
@OklahomaSentina,Followers,597,590,-7.0,1
@OklahomaSentine,Followers,693,688,-5.0,3
@Olympics,Following,4784,4781,-3.0,1
@OmNico72,Followers,4614,4599,-15.0,6
@OmNico72,Following,3467,3463,-4.0,5
@OnadaExpansiva,Followers,1069,1065,-4.0,1
@OnadaExpansiva,Following,99,98,-1.0,1
@OneTradeGlobal,Followers,236,292,56.0,1
@OneTradeGlobal,Following,130,131,1.0,1
@OneVenusThrow,Followers,2929,2926,-3.0,5
@OneVenusThrow,Following,4575,4583,8.0,7
@OnlyWithCrypto,Followers,1934,1953,19.0,5
@OnlyWithCrypto,Following,114,154,40.0,5
@OpportunityInd,Followers,261,267,6.0,1
@OpportunityInd,Following,272,271,-1.0,1
@Oppuland,Followers,10,11,1.0,1
@OrbisBooks,Followers,4492,4489,-3.0,5
@OrbisBooks,Following,2520,2536,16.0,6
@OregonCovid,Followers,367,408,41.0,1
@OregonCovid,Following,225,226,1.0,1
@OrinJericho,Followers,137,140,3.0,1
@OscarsWild1,Followers,3748,3750,2.0,5
@OscarsWild1,Following,3607,3606,-1.0,6
@OsvaldoBastidas,Followers,2293,2320,27.0,8
@OsvaldoBastidas,Following,5073,5082,9.0,5
@OverUnderDaily1,Followers,671,881,210.0,6
@OverUnderDaily1,Following,245,255,10.0,3
@Owain__G,Followers,171,165,-6.0,5
@Owain__G,Following,258,253,-5.0,5
@PAGreenbuilding,Followers,437,443,6.0,1
@PCadfael,Followers,9485,9523,38.0,7
@PCadfael,Following,9986,9998,12.0,4
@PEACEMANJAPAN,Following,73,75,2.0,1
@PFLinvitational,Followers,877,876,-1.0,1
@PFLinvitational,Following,2593,2592,-1.0,1
@PHJobsUK,Followers,9717,9721,4.0,6
@PHJobsUK,Following,6019,6010,-9.0,4
@PMGoogleGoddess,Followers,1573,1582,9.0,1
@PMGoogleGoddess,Following,1926,1930,4.0,1
@PNUKcom,Followers,990,1031,41.0,7
@PNUKcom,Following,381,383,2.0,4
@PNUKcom,Location,Worldwide via The UK,Donnt,,1
@PPMtimes,Followers,5,8,3.0,1
@PPSDI_Official,Followers,11,15,4.0,2
@Padd2024,Followers,23,24,1.0,4
@PaisaPani,Following,2,0,-2.0,1
@Pandadollbaby,Followers,2587,2607,20.0,7
@Pandadollbaby,Following,3186,3193,7.0,4
@PanicWorkz,Followers,105,114,9.0,4
@PansUnizik,Followers,585,600,15.0,2
@PansUnizik,Following,597,600,3.0,5
@PantherPatient,Followers,41,47,6.0,2
@PantherPatient,Following,106,107,1.0,3
@PapiSneh101,Bio,"Farmer | Entrepreneur | Wellness coach | Masculinity | Self Development |

Chef & Co-founder 
@Dwellnesskitchn
 | I empower you to achieve overall wellness","Farmer | Entrepreneur | Wellness coach | Masculinity | Self Development |

Master Chef & Co-founder 
@Dwellnesskitchn
 | I empower you to achieve overall wellness",7.0,1
@PapiSneh101,Followers,726,741,15.0,1
@PapiSneh101,Following,417,429,12.0,1
@Paradisiak,Followers,1329,1392,63.0,6
@Paradisiak,Following,1169,1186,17.0,6
@Param7,Followers,47,53,6.0,1
@Param7,Following,269,270,1.0,1
@ParlayZoe,Followers,760,778,18.0,6
@ParlayZoe,Following,149,151,2.0,6
@Patrickschaub5,Followers,4495,4501,6.0,3
@Patrickschaub5,Following,4789,4785,-4.0,6
@PatriotRadioNet,Followers,569,566,-3.0,3
@Patty671540029,Followers,1328,1359,31.0,7
@Patty671540029,Following,1874,1886,12.0,6
@PaulDibartolo,Followers,337,400,63.0,5
@PaulDibartolo,Following,188,199,11.0,3
@PaulModica777,Followers,3640,3838,198.0,6
@PaulModica777,Following,5426,5501,75.0,6
@PaulaRayMandl,Followers,406,410,4.0,6
@PaulaRayMandl,Following,1374,1380,6.0,7
@PauloEspiritoS,Followers,2368,2380,12.0,6
@PauloEspiritoS,Following,2246,2251,5.0,5
@PecosBill817,Bio,".1 % of Mensa, Chef, Published Writer, Wing Chun practitioner, Friend, lover, Fighter, Inventor, Massive Dyslexic, Math is wrong.",".1 % of Mensa, Chef, Published Writer, Wing Chun practitioner, Friend, lover, Fighter, Inventor, Massive Dyslexic, Math is wrong. (817)939-1290 text me no calls",31.0,1
@PecosBill817,Followers,392,395,3.0,1
@PecosBill817,Following,371,378,7.0,1
@Penforjustice,Followers,2263,2275,12.0,8
@Penforjustice,Following,2172,2183,11.0,3
@Penyrheolgerrig,Followers,9233,9209,-24.0,1
@PercievedLogic,Followers,8904,8889,-15.0,5
@PercievedLogic,Following,7163,7118,-45.0,7
@Pete8813,Followers,2158,2162,4.0,1
@Pete8813,Following,2009,1988,-21.0,1
@Pghrules1010,Followers,3205,3228,23.0,6
@Pghrules1010,Following,1765,1764,-1.0,5
@PhilAnnets,Followers,623,621,-2.0,2
@PierianInfo,Followers,1965,1990,25.0,1
@PierianInfo,Following,1144,1181,37.0,1
@Piotr734668,Followers,223,239,16.0,5
@Piotr734668,Following,299,310,11.0,4
@Piotr__T,Followers,363,362,-1.0,3
@Piotr__T,Following,446,447,1.0,3
@PiratesBZ,Followers,349,348,-1.0,6
@PiyushRala007,Followers,2764,4890,2126.0,8
@PiyushRala007,Following,3432,5211,1779.0,8
@PlanWithBob,Followers,77,76,-1.0,3
@PoetGregory,Followers,11,11,0.0,4
@PolSciEconSalsa,Bio,"45 yrs of seeing the worst & the best of the world, nicely perched a top of NYC, where sentido comun comes to die. A sitting president CANNOT be prosecuted","Independent seeing the worst & the best of the world, nicely perched a top of NYC, where sentido comun comes to die. A sitting president CANNOT be prosecuted",2.0,1
@PolSciEconSalsa,Followers,661,662,1.0,1
@PolSciEconSalsa,Following,241,230,-11.0,1
@PolesworthSchl,Followers,1594,1585,-9.0,1
@PolicyWriters,Followers,896,898,2.0,4
@PolicyWriters,Following,954,950,-4.0,1
@PoliticsIntlLaw,Followers,1231,1255,24.0,1
@PoliticsIntlLaw,Following,212,213,1.0,1
@PookieJane3429,Followers,5364,5714,350.0,1
@PookieJane3429,Following,5064,5397,333.0,1
@Poonsdaughter44,Followers,14,12,-2.0,4
@Poonsdaughter44,Following,33,35,2.0,1
@PopsicleProtect,Followers,854,859,5.0,7
@PopsicleProtect,Following,497,499,2.0,6
@PortmanPartners,Followers,639,639,0.0,4
@PotfolioPensiev,Followers,978,1020,42.0,7
@PotfolioPensiev,Following,149,148,-1.0,1
@PouringPotions,Bio,Simplified newsletter for a long healthy life.,"Health made simple
 Free Newsletter | Thurs & Sun
 Pouring little potions of health in your inbox
 Stay curious. Stay strong. Subscribe free",94.0,1
@PouringPotions,Followers,17,20,3.0,6
@PouringPotions,Following,135,136,1.0,1
@PriceVPartners,Followers,1321,1328,7.0,7
@PriceVPartners,Following,636,939,303.0,6
@PrimeProgressng,Followers,1409,1414,5.0,7
@PriorConsults,Followers,2848,2904,56.0,8
@PriorConsults,Following,3857,3855,-2.0,3
@PrivateSneakers,Followers,4392,4388,-4.0,6
@ProfitFellow,Bio,"शेयर बाज़ार, कमोडिटी बाज़ार, सोना, चाँदी, क्रूड और नेचुरल गैस आदि के लिए फ़ॉलो कर सकते हैं","शेयर बाज़ार, कमोडिटी बाज़ार, सोना, चाँदी, क्रूड और नेचुरल गैस आदि के लिए यहाँ फ़ॉलो कर सकते हैं या टेलीग्राम से जुड़ सकते हैं - https://t.me/ProfitFellow",63.0,1
@ProfitFellow,Followers,4,24,20.0,2
@ProfitFellow,Following,14,13,-1.0,1
@ProgramPhi,Followers,58,62,4.0,1
@Prometheus59984,Followers,18,17,-1.0,1
@Prometheus59984,Following,22,26,4.0,1
@Prosperity_UG,Followers,15,14,-1.0,1
@Protohypes,Followers,4055,8019,3964.0,6
@Protohypes,Following,1329,1370,41.0,5
@Prushothma,Followers,1384,1382,-2.0,3
@Prushothma,Following,1369,1373,4.0,6
@PsuLionInsider,Followers,1308,1403,95.0,8
@PsuLionInsider,Following,610,614,4.0,2
@PsychicOzWizard,Followers,263,264,1.0,1
@PsychicOzWizard,Following,4300,4301,1.0,1
@PubliusPR,Followers,2076,2093,17.0,7
@PubliusPR,Following,2065,2067,2.0,3
@Pur3Tech,Followers,352,362,10.0,7
@PushAlt88,Followers,234,237,3.0,3
@PushAlt88,Following,23,25,2.0,2
@PuzzleGPT,Followers,37,35,-2.0,1
@PuzzleGPT,Following,18,19,1.0,1
@Qnewsegy,Followers,3036,3080,44.0,5
@QuantZaar,Followers,19,18,-1.0,2
@QuantZaar,Following,19,22,3.0,2
@R00S_01,Followers,476,473,-3.0,6
@R00S_01,Following,1612,1630,18.0,5
@R4F4Santos,Followers,140,135,-5.0,7
@R4F4Santos,Following,365,361,-4.0,3
@READINGONYOURH1,Bio,"Welcome to classroom ready & pupil generated quizzes that can be instantly shared! 
Proud to be a Let Teachers SHINE 2022 Winner.",Reading comprehension for primary schools and KS3. Engage pupils with content they want to read and accurately track their progress.,3.0,1
@READINGONYOURH1,Followers,494,492,-2.0,1
@READINGONYOURH1,Following,57,58,1.0,1
@RJMrim,Followers,1236,1250,14.0,7
@RJMrim,Following,1309,1365,56.0,6
@RKrivoFX,Followers,6413,6407,-6.0,6
@RPRealtyPlus,Followers,4731,4792,61.0,8
@RPRealtyPlus,Following,2218,2220,2.0,5
@RRNupdates,Followers,94,103,9.0,5
@RRNupdates,Following,106,110,4.0,2
@RXFitEquip,Followers,157,158,1.0,1
@RachelInfoweb,Followers,743,745,2.0,3
@RachelInfoweb,Following,86,88,2.0,1
@Rachele_1973,Followers,757,762,5.0,5
@Rachele_1973,Following,1684,1685,1.0,1
@RachelintheOC,Following,3459,3465,6.0,3
@Radical2Rebel,Followers,603,619,16.0,1
@Ramonxxxtra1,Followers,235,237,2.0,1
@Ramonxxxtra1,Following,2782,2771,-11.0,1
@RancidRandy1,Followers,817,816,-1.0,4
@RancidRandy1,Following,1023,1020,-3.0,2
@RandomCryptoPal,Bio,"#Bitcoin, myself and I. Bigger Bitcoin maxi than Michael Saylor, holding more BTC than Satoshi Nakamoto. Posts are bullshit ONLY! Not a financial advice. DYOR!","#Bitcoin investor. I AM RICH! It's EASY, sell TOP buy BOTTOM, it's that simple. But many people fail ‍! Posts are bullshit ONLY! Not a financial advice. DYOR!",-1.0,1
@RandomCryptoPal,Following,30,63,33.0,6
@RandomNYC2024,Followers,164,174,10.0,6
@RandomNYC2024,Following,108,112,4.0,5
@Randy_Macron,Followers,476,478,2.0,6
@Randy_Macron,Following,189,187,-2.0,6
@Randy_jones123,Bio,"Ta chart consultant,5-6 signal day, coaching newbies on how to make it,NY and travel, father of two lovely daughter join
https://t.me/+R0r1eXfFhAc3ODg0…","Ta chart consultant,5-6 signal day, coaching newbies on how to make it,NY and travel, father of two lovely daughter join
https://t.me/+a1fMO3tqMoBlYWU0…",0.0,1
@Randy_jones123,Followers,52,101,49.0,1
@Randy_jones123,Following,182,381,199.0,1
@Randyleary047,Followers,726,782,56.0,6
@Randyleary047,Following,575,447,-128.0,6
@Randyleary047,Location,"Georgia, USA","California, USA",,1
@Randylearyooo,Followers,601,638,37.0,6
@Randylearyooo,Following,238,310,72.0,4
@Randyluv5,Followers,910,909,-1.0,6
@RaulOcaranza1,Followers,8524,8546,22.0,1
@RaulOcaranza1,Following,8233,8236,3.0,1
@RawMaraby,Followers,2100,2107,7.0,6
@Rdene915,Following,8572,8568,-4.0,3
@RealNoFluffNews,Followers,42,42,0.0,2
@RealPhatsBlog,Followers,6479,6472,-7.0,7
@RealPhatsBlog,Following,956,954,-2.0,2
@RealtyNXT,Followers,1885,1909,24.0,1
@Recoverytheate,Followers,399,399,0.0,7
@Recoverytheate,Following,20,23,3.0,4
@RecreationLaw,Followers,1010,995,-15.0,4
@RecreationLaw,Following,369,368,-1.0,1
@Recycling_MDPI,Followers,153,155,2.0,1
@Recycling_MDPI,Following,173,174,1.0,1
@RedDeerGames_IR,Following,1808,1854,46.0,6
@RedPacketSec,Followers,3195,3232,37.0,7
@RedPacketSec,Following,816,815,-1.0,1
@ReddySalina,Followers,895,897,2.0,5
@Redline_CTO,Followers,367,365,-2.0,8
@Redline_CTO,Following,304,306,2.0,6
@Redzee98,Followers,2016,2064,48.0,7
@Redzee98,Following,2695,2818,123.0,8
@Refusenik19,Followers,1458,1463,5.0,1
@Refusenik19,Following,2004,2014,10.0,1
@Regivia_France,Followers,123,122,-1.0,1
@Regivia_France,Following,122,121,-1.0,1
@Remy_Jac,Followers,863,885,22.0,5
@Remy_Jac,Following,1933,1943,10.0,4
@RibtipPaul,Followers,100,108,8.0,6
@RibtipPaul,Following,284,286,2.0,2
@RichardEudes,Following,1766,1764,-2.0,3
@RickFreyta,Followers,4280,4277,-3.0,7
@RickFreyta,Following,4916,4906,-10.0,6
@RiponRover,Followers,3719,3699,-20.0,2
@RisingStride,Followers,94,94,0.0,4
@RisingStride,Following,489,488,-1.0,1
@RiverBenderNews,Followers,2660,2667,7.0,4
@RiverBenderNews,Following,685,684,-1.0,1
@RksNews,Followers,2489,2514,25.0,5
@RobertCFried,Followers,1454,1473,19.0,3
@RobertCFried,Following,5021,5069,48.0,5
@RobertMihaly1,Followers,7607,7631,24.0,7
@RobertMihaly1,Following,7872,7896,24.0,7
@Roberto05246129,Bio,I am a free electron,I am a free electron . It's not about left or right; it's up or down.,49.0,1
@Roberto05246129,Followers,4873,5045,172.0,7
@Roberto05246129,Following,174,182,8.0,3
@RobotAfro,Followers,755,762,7.0,6
@RobotAfro,Following,611,647,36.0,4
@Robotvirgin,Followers,603,602,-1.0,6
@RodneyRohde,Followers,4629,4634,5.0,1
@RodneyRohde,Following,2836,2839,3.0,1
@Ronnie_Mombacho,Followers,339,377,38.0,6
@Ronnie_Mombacho,Following,823,828,5.0,1
@RootsEmpowers,Followers,1674,1675,1.0,4
@RootsEmpowers,Following,427,433,6.0,1
@Roper_Lab,Followers,1571,1583,12.0,5
@Roper_Lab,Following,370,372,2.0,3
@Rosewind2007,Followers,2818,2812,-6.0,1
@Rosewind2007,Following,4418,4405,-13.0,1
@RoyalPicks_com,Followers,47,63,16.0,6
@RoyalPicks_com,Following,674,850,176.0,6
@RoyalWakefield,Followers,663,668,5.0,1
@RozSpirations,Followers,2980,2982,2.0,7
@RozSpirations,Following,1813,1814,1.0,5
@RoznamaRSahara,Followers,2061,2070,9.0,5
@RuanoFaxas,Followers,1011,1003,-8.0,6
@Rufree13,Followers,110,108,-2.0,7
@RuleTraderLtd,Followers,34,31,-3.0,2
@RyanClark85,Followers,608,634,26.0,6
@RyanClark85,Following,1951,1969,18.0,5
@S24902053Saraya,Followers,256,300,44.0,7
@S24902053Saraya,Following,303,323,20.0,7
@SAINIJAPAN,Followers,2,3,1.0,1
@SCMagazine,Following,1604,1624,20.0,4
@SECURE_TECHS,Bio,"ALL ETHICAL HACKING:
we only accept cases we believe success is guaranteed, we are transparent & swift to evaluate and solve every case. send a direct message","ALL ETHICAL HACKING
we only accept cases we believe success is guaranteed°we are always transparent & swift to attend to request, dm https://wa.me/14092557026",0.0,1
@SECURE_TECHS,Followers,435,440,5.0,1
@SECURE_TECHS,Following,303,311,8.0,1
@SECURE_TECHS,Location,WORLDWIDE SERVICE,United States,,1
@SFLHAMAW,Followers,94,93,-1.0,1
@SKProFootball,Following,927,930,3.0,4
@SMCADMAN,Followers,6298,6296,-2.0,5
@SMCADMAN,Following,5797,5800,3.0,5
@SRDHAIN,Followers,1815,1812,-3.0,5
@SRDHAIN,Following,100,100,0.0,3
@SSOIndia,Followers,1346,1409,63.0,1
@SShanthReddy,Bio,"Bharat Mata Ki Jai 

Jai Rebel Star #Prabhas #MSDhoni #TheRock",Jai Rebel Star Prabhas Anna,-35.0,2
@SShanthReddy,Followers,49,2,-47.0,4
@SShanthReddy,Following,34,32,-2.0,5
@SShanthReddy,Join Date,Joined December 2024,Joined May 2025,,2
@SShanthReddy,Location,Prabhas,India,,2
@SUPERFRENCHBIGZ,Followers,555,615,60.0,6
@SUPERFRENCHBIGZ,Following,7496,7498,2.0,5
@SZCoppell,Followers,4,3,-1.0,1
@SZFlowerMound,Followers,4,3,-1.0,1
@SalamonSMD,Followers,3927,3994,67.0,7
@SalamonSMD,Following,3071,3096,25.0,8
@SallyLily12,Followers,310,322,12.0,6
@SallyLily12,Following,378,381,3.0,4
@Sally_A1c,Bio,"Meet Sally, the FIRST Metabolic Health AI Agent.
http://creator.bid/agents/678648cdba2b8db95be3f5bb… CA:0x1f1c695f6b4a3f8b05f2492cef9474afb6d6ad69","Health First, Wealth Follows powered by Sally TG : https://t.me/sallya1c CB : https://creator.bid/agents/678648cdba2b8db95be3f5bb…",-16.0,1
@Sally_A1c,Followers,3207,3744,537.0,1
@Sally_A1c,Following,382,390,8.0,1
@SamanAhsan,Followers,7046,7169,123.0,7
@SamanAhsan,Following,4084,4140,56.0,8
@SammieLloyd81,Followers,326,339,13.0,6
@SammieLloyd81,Following,955,959,4.0,6
@Sandy5Suzi,Bio,"Married 20 yr's now, several children between us & Grandchildren. Previous marriages none of own but they are ours. Claim us or not.","Married 21 yr's now, several children between us & Grandchildren. Previous marriages none of own but they are ours. Claim us or not.",0.0,1
@Sandy5Suzi,Followers,606,602,-4.0,7
@Sandy5Suzi,Following,1658,1658,0.0,4
@SansureCare,Followers,4,5,1.0,1
@SarahClarkBDM,Followers,895,904,9.0,6
@SarahClarkBDM,Following,574,575,1.0,1
@Saron75323886,Followers,218,217,-1.0,1
@SathishSkd2,Following,52,53,1.0,1
@Saur_energy,Followers,7681,7700,19.0,8
@SaveTradeInvest,Followers,318,322,4.0,1
@SaveTradeInvest,Following,569,581,12.0,1
@Savyasasy,Followers,792,766,-26.0,1
@Sayema_Shaowq,Followers,26,26,0.0,3
@SciKitLearn,Followers,32,35,3.0,1
@SeaCasa1,Followers,2607,2723,116.0,1
@SeaCasa1,Following,3954,3988,34.0,1
@SecretShopper10,Followers,310,334,24.0,6
@SecretShopper10,Following,180,182,2.0,2
@SeedsIndia,Followers,3550,3544,-6.0,5
@SeedsIndia,Following,1391,1389,-2.0,2
@SeekingAlpha,Following,230,233,3.0,2
@SergeSasseville,Followers,3479,3472,-7.0,5
@SergeSasseville,Following,1717,1716,-1.0,1
@SethCL,Following,591,597,6.0,4
@SevenXtrem68,Followers,2150,2138,-12.0,7
@SevenXtrem68,Following,1920,1937,17.0,6
@SexySassyGenius,Followers,1356,1354,-2.0,3
@Shaco_Ai,Followers,1364,1389,25.0,5
@Shaco_Ai,Following,102,100,-2.0,3
@ShaliniBaghel08,Followers,2,3,1.0,3
@ShaliniBaghel08,Following,12,15,3.0,3
@Sharemarketinf,Followers,1561,1822,261.0,6
@Sharemarketinf,Following,237,238,1.0,1
@SharishmaD44822,Followers,2,4,2.0,1
@SharonBurnabyBC,Followers,6249,6481,232.0,8
@SharonBurnabyBC,Following,1351,1360,9.0,6
@ShaunRWong,Followers,801,798,-3.0,5
@ShaunRWong,Following,2315,2349,34.0,5
@ShawandaTo57394,Followers,157,155,-2.0,7
@ShawandaTo57394,Following,114,113,-1.0,1
@Sheibban,Followers,339,343,4.0,4
@Sheraj99,Followers,6294,6295,1.0,3
@Sheraj99,Following,80,3,-77.0,1
@ShoaibAlamKhat2,Followers,559,568,9.0,6
@ShoaibAlamKhat2,Following,3367,3397,30.0,6
@Shreyas_sarthi,Followers,92,95,3.0,3
@Shreyas_sarthi,Following,1293,1291,-2.0,5
@Sid_Healthcare,Bio,"@JohnsHopkins
 Grad | #Medtech Consulting | Ex 
@Frost_Sullivan
. 
To track latest industry & tech trends & innovations in my posts, use #tags or keywords search.","@JohnsHopkins
 Grad | #Medtech Consultant | Ex 
@Frost_Sullivan
. 
To track latest industry & tech trends & innovations in my posts, use #tags or keywords search.",0.0,1
@Sid_Healthcare,Followers,3228,3219,-9.0,5
@Sid_Healthcare,Following,1975,1971,-4.0,3
@Sidharth_World_,Followers,1824,1827,3.0,3
@Sidharth_World_,Following,3096,3125,29.0,6
@Siela_Rose,Followers,1180,1252,72.0,6
@Siela_Rose,Following,875,903,28.0,6
@SilkeLeFay,Followers,4593,4593,0.0,7
@SilkeLeFay,Following,4890,4887,-3.0,5
@Silos96696905,Followers,35,33,-2.0,3
@Silos96696905,Following,20,21,1.0,1
@SilvexPhoto,Followers,1336,1334,-2.0,7
@SilvexPhoto,Following,760,759,-1.0,1
@Simdi1470,Followers,158,123,-35.0,7
@SimplyDivine321,Followers,636,655,19.0,3
@SimplyDivine321,Following,7491,7493,2.0,6
@SirPayXDay,Followers,195,203,8.0,7
@SirPayXDay,Following,1866,2053,187.0,7
@SixmdC,Followers,3954,4129,175.0,8
@SixmdC,Following,1061,2260,1199.0,8
@Skyward_Inc,Followers,3312,3301,-11.0,5
@Skyward_Inc,Following,638,641,3.0,1
@SlieesHome,Followers,251,370,119.0,7
@SnackSoftware,Followers,14,15,1.0,1
@SnackSoftware,Following,52,62,10.0,2
@Sneaky_Meeks,Followers,440,443,3.0,3
@SnoopysSopwith,Followers,1022,1030,8.0,6
@SnoopysSopwith,Following,1975,2001,26.0,4
@Soccer360_Live,Followers,25,24,-1.0,1
@Soccersceneau,Followers,2505,2513,8.0,4
@Soccersceneau,Following,3248,2377,-871.0,6
@SocraticaKim,Followers,3083,3120,37.0,6
@SocraticaKim,Following,1405,1419,14.0,3
@SofianopoulosPa,Followers,693,706,13.0,1
@SofianopoulosPa,Following,1966,2053,87.0,1
@SolarHashToken,Followers,502,494,-8.0,7
@SolarHashToken,Following,452,48,-404.0,4
@SolarHeavy,Following,163,162,-1.0,1
@SolarMasons,Followers,149,150,1.0,1
@SolarMasons,Following,94,95,1.0,1
@Soledadsworld,Followers,5573,5888,315.0,1
@Soledadsworld,Following,5600,5720,120.0,1
@Solix_Trade,Followers,1376,1355,-21.0,7
@Solix_Trade,Following,650,651,1.0,3
@SolomonArv40603,Followers,139,125,-14.0,6
@Somaiassalah,Followers,49,48,-1.0,4
@Somaiassalah,Following,112,111,-1.0,2
@Sommagazine1,Followers,1077,1084,7.0,4
@Sommagazine1,Following,6,7,1.0,1
@SorayaAgency,Followers,3934,3941,7.0,1
@SorayaAgency,Following,3871,3911,40.0,1
@SoroushAzizi13,Followers,134,138,4.0,2
@SoroushAzizi13,Following,142,145,3.0,1
@SourceControl21,Followers,828,831,3.0,8
@SourceControl21,Following,4845,4836,-9.0,5
@Southsidemag,Followers,1645,1638,-7.0,1
@Southsidemag,Following,2173,2168,-5.0,1
@SparkAlistair,Followers,56,61,5.0,3
@SparkAlistair,Following,358,373,15.0,8
@SpideyBets,Bio,Pro Cappers  #BOOM,#BOOM,-13.0,1
@SpideyBets,Following,3,3,0.0,2
@SputnikGeo,Followers,66,70,4.0,2
@Spyce77,Followers,2613,4153,1540.0,7
@Spyce77,Following,97,110,13.0,2
@StadDoha_en,Followers,6475,6423,-52.0,1
@StadDoha_en,Following,529,530,1.0,1
@StanWongWealth,Followers,3686,3699,13.0,1
@StanWongWealth,Following,363,365,2.0,1
@StanleyEpstein,Followers,4861,4853,-8.0,7
@Stef_Ajaltouny,Followers,1980,1978,-2.0,1
@Steph_Sukow,Followers,2204,2190,-14.0,4
@Steph_Sukow,Following,1553,1551,-2.0,1
@Stephen_hack5,Followers,170,182,12.0,5
@Stephen_hack5,Following,136,141,5.0,5
@SteveKlinko,Followers,1736,1737,1.0,7
@SteveKlinko,Following,1085,1087,2.0,3
@StockStormX,Followers,999,1247,248.0,1
@StockStormX,Following,631,762,131.0,1
@Stock_Precision,Bio,NSE CertifiedOptions Trader - Index & Stocks  Portfolio Investing Ex Wilhelmsen  All Tweets for Education only.,"NSE Certified AnalystFounder - Stock Precision, Co-founder -Magnus Hathaway Portfolio Investing Ex Wilhelmsen  All Tweets for Education only.",30.0,1
@Stock_Precision,Following,291,269,-22.0,1
@Stock_Precision,Location,"Lucknow, Delhi, Banglore",Lucknow/Banglore,,1
@StockholmCF,Following,151,149,-2.0,1
@StocksZone,Followers,77,83,6.0,5
@StopGen0cide,Following,9815,9869,54.0,9
@StopStHarassmnt,Following,5259,5246,-13.0,1
@StrangeDollz,Followers,3373,3366,-7.0,1
@StrangeDollz,Following,3432,3309,-123.0,1
@Studebaker,Followers,2342,2327,-15.0,6
@Studebaker,Following,4403,4409,6.0,4
@StupidSingapore,Followers,201,203,2.0,5
@StupidSingapore,Following,396,0,-396.0,5
@Subhash_LiveS,Followers,303,402,99.0,6
@Subhash_LiveS,Following,157,205,48.0,6
@SufiyanSIshaq,Followers,1119,1100,-19.0,7
@Sugerfoote,Followers,52,53,1.0,1
@SunflowerfromUA,Followers,104,102,-2.0,1
@SunflowerfromUA,Following,147,148,1.0,1
@Sunoh_aimen,Followers,14,16,2.0,4
@Sunoh_aimen,Following,37,38,1.0,1
@SurRNFTs,Followers,1460,1467,7.0,7
@SurRNFTs,Following,6290,6293,3.0,6
@SurebetPredict,Followers,37,43,6.0,3
@SurebetPredict,Following,12,13,1.0,1
@SyedWaqar0111,Followers,66,66,0.0,2
@Sylladofficial,Followers,1989,2014,25.0,1
